smiles,dE0
[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[N:3]1[C:4]([H:11])([H:12])[C:5]21[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16]>>[C:1]1([H:8])([H:9])[C+:2]2[N:3]1[C:4]([H:11])([H:12])[C@@:5]21[C-:6]([H:14])[C:7]1([H:15])[H:16].[H:10][H:13],113.80839
[C:1]([O:2][c:3]1[n:4][n:5]([H:11])[c:6]([H:12])[c:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1]([O:2]/[C:3](=[N:4]/[N:5]([H:11])[H:12])[C:6]#[C:7][H:13])([H:8])([H:9])[H:10],118.56247
[N:1]([C:2]([C@@:3]([N:4]([H:12])[H:13])([C:5]#[N:6])[H:11])([H:9])[H:10])([H:7])[H:8]>>[N:1]([C:2]([C@@:3]([N:4]([H:12])[H:13])([N+:6]#[C-:5])[H:11])([H:9])[H:10])([H:7])[H:8],48.21099
[O:1]([C:2]([C:3]([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)([H:10])[H:11])([H:8])[H:9])[H:7]>>[C:2]([C:3]([C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]1)([H:10])[H:11])[H:9].[O:1]([H:7])[H:8],78.24511
[C:1]([C:2]([O:3][H:11])([C:4](=[O:5])[H:12])[C:6](=[O:7])[H:13])([H:8])([H:9])[H:10]>>[C:1](=[C:2]([C:4](=[O:5])[H:12])[C:6](=[O:7])[H:13])([H:9])[H:10].[O:3]([H:8])[H:11],68.49476999999999
[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5](=[O:6])[H:12])[H:10])([H:8])[H:9])[H:7]>>[O:1]([C:2]([C@@:3]([O:4][H:11])([C:5][O:6][H:12])[H:10])([H:8])[H:9])[H:7],79.60154
[O:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C@:4]1([O:5][C:6](=[O:7])[H:13])[H:12])[H:8]>>[O:1]([C:2][C@@:4]([C:3]([H:9])([H:10])[H:11])([O:5][C:6](=[O:7])[H:13])[H:12])[H:8],56.64196
[N:1]([c:2]1[n:3][n:4]([H:9])[c:5]([H:10])[c:6]1[H:11])([H:7])[H:8]>>[N:1]([C:2]1=[C+:6][C:5]([H:10])([H:11])[N:4]([H:9])[N-:3]1)([H:7])[H:8],76.05579
[C:1]1([H:7])([H:8])[O:2][C:3]([H:9])([H:10])[C@@:4]2([H:11])[N:5]([H:12])[C@@:6]12[H:13]>>[C-:1](=[O+:2][C:3]([C@@:4]1([H:11])[N:5]([H:12])[C:6]1([H:8])[H:13])([H:9])[H:10])[H:7],82.15547
[O:1]=[C:2]1[C:3]([H:8])([H:9])[C:4]([H:10])=[C:5]([H:11])[C:6]1=[O:7]>>[O:1]([C:2]1=[C:3]([H:8])[C:4]([H:10])=[C:5]([H:11])[C:6]1=[O:7])[H:9],74.43024
[O:1]([C@@:2]1([H:8])[C:3]([H:9])([H:10])[C@:4]1([C:5]#[N:6])[H:11])[H:7]>>[C:2]1([H:8])=[C:3]([H:9])[C:4]1([C:5]#[N:6])[H:11].[O:1]([H:7])[H:10],75.14394
[C:1]([C:2]1=[C:3]([H:11])[N:4]([H:12])[C:5](=[O:6])[C:7]1([H:13])[H:14])([H:8])([H:9])[H:10]>>[C:1]([C:2]1=[C:3]([H:11])[C@@:5]2([N:4]([H:12])[O:6]2)[C:7]1([H:13])[H:14])([H:8])([H:9])[H:10],119.40529
[C:1]([O:2][C@@:3]1([H:11])[C:4]([H:12])([H:13])[O:5][C@:6]1([C:7]([H:15])([H:16])[H:17])[H:14])([H:8])([H:9])[H:10]>>[C:1]([O:2][H:12])([H:8])([H:9])[H:10].[C:3]1([H:11])=[C:4]([H:13])[O:5][C@:6]1([C:7]([H:15])([H:16])[H:17])[H:14],74.83419
[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C@@:4]3([H:13])[O:5][C@:6]1([H:14])[C@@:7]23[H:15])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]12[C:3]([H:11])([H:12])[C-:4]=[O+:5][C@:6]1([H:14])[C:7]2([H:13])[H:15])([H:8])([H:9])[H:10],62.89209
[C:1]([C:2]([C@@:3]([O:4][H:13])([C:5]([O:6][H:16])([H:14])[H:15])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([O:4][H:13])([H:7])([H:8])[H:9].[C:2](=[C:3]([C:5]([O:6][H:16])([H:14])[H:15])[H:12])([H:10])[H:11],109.24002
[O:1]=[C:2]([O:3][C:4]([C:5]#[C:6][H:10])([H:8])[H:9])[H:7]>>[O:1]([C:2](=[O:3])[H:7])[C:5]1=[C:6]([H:10])[C:4]1([H:8])[H:9],67.13889
[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[C@:5]1([C:6]#[N:7])[H:15])([H:8])([H:9])[H:10]>>[C:1]([C:2]1([C:3]([H:11])([H:12])[H:13])[N:4]([H:14])[C:5]1=[C:6]=[N:7][H:15])([H:8])([H:9])[H:10],105.74588
[C:1]([c:2]1[n:3][c:4]([H:11])[c:5]([O:6][H:12])[n:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1]([C:2]1=[N:3][C@:4]1(/[C:5]([O:6][H:12])=[N:7]/[H:13])[H:11])([H:8])([H:9])[H:10],86.66775
[C:1]([C:2](=[O:3])[C@@:4]1([H:10])[C:5]([H:11])([H:12])[O:6]1)([H:7])([H:8])[H:9]>>[C:1]1([H:7])([H:8])[C@@:2]([C@@:4]2([H:10])[C:5]([H:11])([H:12])[O:6]2)([H:9])[O:3]1,89.84491
[C:1]([C:2]([C:3]([C@@:4]([C:5]([H:16])([H:17])[H:18])([C:6]#[N:7])[H:15])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1](=[C:2]([C:3]([C@@:4]([C:5]([H:16])([H:17])[H:18])(/[C:6](=[N:7]/[H:8])[H:11])[H:15])([H:13])[H:14])[H:12])([H:9])[H:10],91.67956
[C:1]([C:2](=[O:3])[C:4]([C:5](=[O:6])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2](=[O:3])[H:12])([H:7])([H:8])[H:9].[C:4](=[C:5]=[O:6])([H:10])[H:11],66.60168
[O:1]=[C:2]([C@@:3]1([H:9])[C@@:4]2([H:10])[C:5]([H:11])([H:12])[C:6]([H:13])([H:14])[N:7]12)[H:8]>>[H:8][H:10].[O:1]=[C-:2][C@@:3]1([H:9])[C:4]2=[N+:7]1[C:6]([H:13])([H:14])[C:5]2([H:11])[H:12],112.28433
[C:1]([c:2]1[c:3]([H:10])[o:4][n:5][n:6]1)([H:7])([H:8])[H:9]>>[C:1]([N+:6]1=[C:2]=[C:3]([H:10])[O:4][N-:5]1)([H:7])([H:8])[H:9],114.25507
[C:1]1([H:6])([H:7])[O:2][C:3]([H:8])([H:9])[C:4]([H:10])=[C:5]1[H:11]>>[C:1]([C:5]#[C:4][H:10])([H:6])([H:7])[H:11].[O:2]=[C:3]([H:8])[H:9],104.27805
[C:1]([C@@:2]1([C:5](=[O:6])[N:7]([H:14])[H:15])[C:3]([H:11])([H:12])[N:4]1[H:13])([H:8])([H:9])[H:10]>>[C:1]([C:3]([N+:4](=[C:2]=[C:5]([O-:6])[N:7]([H:14])[H:15])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10],95.05336
[C:1]([C@:2]12[C@@:3]3([H:11])[C@:4]4([H:12])[C@@:5]3([H:13])[C@@:6]1([H:14])[C@:7]24[H:15])([H:8])([H:9])[H:10]>>[C:1]([C:2]1=[C:3]([H:11])[C@@:4]2([H:12])[C@@:5]3([H:13])[C@:6]1([H:14])[C@@:7]23[H:15])([H:8])([H:9])[H:10],38.01911
[C:1]([N:2]([c:3]1[n:4][n:5]([H:12])[c:6]([H:13])[c:7]1[H:14])[H:11])([H:8])([H:9])[H:10]>>[C:1]([N:2]([C:3]#[N+:4][N-:5][H:12])[H:11])([H:8])([H:9])[H:10].[C:6](#[C:7][H:14])[H:13],106.09056
[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C:4]([H:14])=[C:5]([H:15])[C:6]([H:16])([H:17])[O:7]1)([H:8])([H:9])[H:10]>>[C:1]([C:2]1=[O+:7][C:6]([H:16])([H:17])[C:5]([H:15])=[C-:4][C:3]1([H:12])[H:13])([H:8])([H:9])[H:10].[H:11][H:14],103.88943
[C:1]([C@@:2]1([H:10])[O:3][C:4]([H:11])([H:12])[C@:5]1([O:6][H:14])[H:13])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]1([H:10])[O:3][C:4]([H:12])=[C:5]1[O:6][H:14])([H:7])([H:8])[H:9].[H:11][H:13],108.70371000000002
[N:1]([C@@:2]([C:3]#[N:4])([C:5]1([H:11])[C:6]([H:12])([H:13])[C:7]1([H:14])[H:15])[H:10])([H:8])[H:9]>>[N+:1]1([H:8])([H:9])[C@:2]([C:3]#[N:4])([H:10])[C-:5]1[C:7]([C:6]([H:11])([H:12])[H:13])([H:14])[H:15],66.91014
[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[O:4][C@:5]1([C:6]#[C:7][H:15])[H:14])([H:8])([H:9])[H:10]>>[C:1]1([H:8])([H:10])[C@@:2]2([H:11])[C:3]([H:12])([H:13])[O:4][C@@:5]2([H:14])[C:6][C:7]1([H:9])[H:15],72.9704
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[N:4]1[C:5](=[O:6])[H:13])([H:7])([H:8])[H:9]>>[C:1](=[C:2]([C:3](/[N:4]=[C:5](\[O:6][H:7])[H:13])([H:11])[H:12])[H:10])([H:8])[H:9],32.822990000000004
[N:1]([c:2]1[c:3]([H:10])[o:4][n:5][c:6]1[N:7]([H:11])[H:12])([H:8])[H:9]>>[N-:1]([C:2]1=[C:3]([H:10])[O+:4]=[N:5][C@@:6]1([N:7]([H:11])[H:12])[H:8])[H:9],75.10521999999999
[C:1]([C@@:2]([O:3][H:12])([C:4]([N:5]([C:6](=[O:7])[H:16])[H:15])([H:13])[H:14])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]([O:3][H:12])([C-:4]([N:5]([C+:6]([O:7][H:13])[H:16])[H:15])[H:14])[H:11])([H:8])([H:9])[H:10],60.59678
[C:1]([c:2]1[n:3][c:4]([H:11])[c:5]([O:6][H:12])[n:7]1[H:13])([H:8])([H:9])[H:10]>>[C:1](/[C:2]([N:3]1[C:4]([H:11])=[C:5]1[O:6][H:12])=[N:7]\[H:13])([H:8])([H:9])[H:10],97.69328
[C:1](/[N:2]=[C:3](\[N:4]([H:10])[H:11])[C:5](=[O:6])[H:12])([H:7])([H:8])[H:9]>>[C:1]([N:2](/[C:3](=[N:4]/[H:11])[C:5](=[O:6])[H:12])[H:10])([H:7])([H:8])[H:9],51.03531
[C:1]([C@@:2]1([H:11])[C@:3]([C:4]#[N:5])([H:12])[N:6]1[C:7]([H:13])([H:14])[H:15])([H:8])([H:9])[H:10]>>[C:1]([C-:2]([N+:6](=[C:3]([C:4]#[N:5])[H:12])[C:7]([H:13])([H:14])[H:15])[H:11])([H:8])([H:9])[H:10],39.75632
[O:1]([C:2]([C:3]([C:4]1([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])([H:10])[H:11])([H:8])[H:9])[H:7]>>[O:1]([C:2]([C:3]([C:4][C:6]([C:5]([H:12])([H:13])[H:14])([H:15])[H:16])([H:10])[H:11])([H:8])[H:9])[H:7],63.98532
[O:1]([C@@:2]([C:3](=[O:4])[H:9])([C:5]#[C:6][H:10])[H:8])[H:7]>>[O:1]([C@@:2]1([H:8])[C:3]([H:9])=[C:5]1[C:6](=[O:4])[H:10])[H:7],80.488
[C:1]([C:2]12[C:3]([H:10])([H:11])[N:4]([C:5]1([H:12])[H:13])[C:6]2([H:14])[H:15])([H:7])([H:8])[H:9]>>[C:1]([C:2][C:5]([N:4]1[C:3]([H:10])([H:11])[C:6]1([H:14])[H:15])([H:12])[H:13])([H:7])([H:8])[H:9],112.90291
[C:1]([C:2]([C@@:3]1([C:4]([H:12])([H:13])[H:14])[C:5]([H:15])([H:16])[O:6]1)([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([C@:3]([C:4]([H:12])([H:13])[H:14])([O+:6]=[C-:5][H:16])[H:15])([H:10])[H:11])([H:7])([H:8])[H:9],75.282
[N:1]([c:2]1[c:3]([H:9])[c:4]([H:10])[n:5][o:6]1)([H:7])[H:8]>>[N:1]([C:2]1=[C:3]([H:9])[C@@:4]1([N:5]=[O:6])[H:10])([H:7])[H:8],90.61354
[N:1]([C:2](=[O:3])[N:4]([H:7])[H:8])([H:5])[H:6]>>[N:1](=[C:2]=[O:3])[H:5].[N:4]([H:6])([H:7])[H:8],48.61363
[C:1]([n:2]1[c:3]([H:10])[c:4]([H:11])[n:5][n:6]1)([H:7])([H:8])[H:9]>>[C:1]([N:2]1[C:3]([H:10])=[C+:4][N:5]([H:11])[N-:6]1)([H:7])([H:8])[H:9],81.82332
[N:1](=[C:2]1/[C:3]([H:9])=[C:4]([H:10])[C:5](=[O:6])[O:7]1)\[H:8]>>[N:1]1([H:8])[C:2](=[O:7])[C@@:3]1([C:4](=[C:5]=[O:6])[H:10])[H:9],58.64202
[C:1]([C@@:2]1([H:11])[O:3]/[C:4](=[N:5]\[H:12])[C@:6]1([N:7]([H:14])[H:15])[H:13])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[O:3][C:4]([N:5]([N:7]([H:14])[H:15])[H:12])=[C:6]1[H:13])([H:8])([H:9])[H:10],92.77341
[C:1]([c:2]1[c:3]([C:4]([H:11])([H:12])[H:13])[c:5]([H:14])[c:6]([H:15])[n:7]1[H:16])([H:8])([H:9])[H:10]>>[C:1]([C@@:6]1([H:15])[C+:5]([H:14])[C:3]([C:4]([H:11])([H:12])[H:13])=[C-:2][N:7]1[H:16])([H:8])([H:9])[H:10],143.63371999999998
[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])=[C:5]([H:10])[N:6]1[H:11]>>[O:1]([c:2]1[c:3]([H:7])[c:4]([H:9])[c:5]([H:10])[n:6]1[H:11])[H:8],68.42883
[C:1]([C:2]1=[C:3]([H:11])[C:4]([H:12])([H:13])[C@@:5]2([H:14])[O:6][C@@:7]12[H:15])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:15])[C-:3]([H:11])[C:4]([H:12])([H:13])[C@@:5]2([H:14])[O+:6]=[C:7]12)([H:8])([H:9])[H:10],99.80924
[C:1]([C@@:2]1([H:11])[C@@:3]2([H:12])[C:4]([H:13])([H:14])[C:5]([H:15])=[C:6]([H:16])[C@@:7]12[H:17])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[C@:3]2([H:12])[C:4]([H:13])([H:14])[C@@:5]1([H:15])[C:6]([H:16])=[C:7]2[H:17])([H:8])([H:9])[H:10],57.36337
[C:1]([O:2][C:3](=[O:4])[C:5]([C:6]([O:7][H:15])([H:13])[H:14])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([O:2][C@@:3]1([H:12])[O:4][C@:5]1([C:6]([O:7][H:15])([H:13])[H:14])[H:11])([H:8])([H:9])[H:10],95.72947
[n:1]1([H:6])[c:2]([H:7])[c:3]([H:8])[c:4]([H:9])[c:5]1[H:10]>>[N:1](=[C:2](/[C:3](=[C:4]=[C:5]([H:9])[H:10])[H:8])[H:7])\[H:6],72.07955
[N:1]([C:2](=[O:3])[C:4]#[C:5][H:8])([H:6])[H:7]>>[N:1]([C:4]([C:2]#[O+:3])=[C-:5][H:8])([H:6])[H:7],76.12696
[N:1]#[C:2][C:3]([C@@:4]1([H:9])[C:5]([H:10])([H:11])[O:6]1)([H:7])[H:8]>>[C-:4]1=[O+:6][C:5]1([H:10])[H:11].[N:1](=[C:2]=[C:3]([H:7])[H:8])[H:9],90.60381
[C:1]([c:2]1[c:3]([H:10])[o:4][n:5][n:6]1)([H:7])([H:8])[H:9]>>[C:1]([C-:2]([C:3][O:4][H:10])[N+:6]#[N:5])([H:7])([H:8])[H:9],65.91651999999999
[C:1]([C@:2]1([O:3][H:11])[C:4]([H:12])([H:13])[C@@:5]1([C:6]([H:14])([H:15])[H:16])[O:7][H:17])([H:8])([H:9])[H:10]>>[C:1]([C:2]([O:3][H:11])([C:4]([H:12])([H:13])[H:17])[C:5]([C:6]([H:14])([H:15])[H:16])=[O:7])([H:8])([H:9])[H:10],55.93942
[O:1]=[C:2]1[C:3]([H:8])([H:9])[N:4]2[C:5]([H:10])([H:11])[C:6]1([H:12])[C:7]2([H:13])[H:14]>>[O:1]([C:2]1=[C:6]2[C:5]([H:10])([H:11])[N:4]([C:3]1([H:8])[H:9])[C:7]2([H:13])[H:14])[H:12],83.35578000000001
[C:1]([C@@:2]12[C@@:3]3([H:11])[C:4]([H:12])([H:13])[N:5]1[C:6]([H:14])([H:15])[C@@:7]23[H:16])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]12[C@@:3]3([H:11])[N+:5]1([C-:4]([H:12])[H:13])[C:6]([H:14])([H:15])[C@@:7]23[H:16])([H:8])([H:9])[H:10],111.47825
[N:1]([C:2](=[O:3])[N:4]([C:5]([C:6]([O:7][H:15])([H:13])[H:14])([H:11])[H:12])[H:10])([H:8])[H:9]>>[N:1]([C:2]([O:3][C:5]([C:6]([O:7][H:15])([H:13])[H:14])([H:11])[H:12])=[N:4][H:10])([H:8])[H:9],71.43024
[O:1]1[C@@:2]2([H:8])[C@:3]3([H:9])[C:4]([H:10])=[C:5]([H:11])[C@@:6]2([H:12])[C@:7]13[H:13]>>[O:1]([C@:7]1([H:13])[C:3]2=[C:2]([H:8])[C@@:6]1([H:12])[C:5]([H:11])=[C:4]2[H:10])[H:9],75.24201
[O:1]=[C:2]([C:3]1([H:8])[C:4]([H:9])([H:10])[C:5]([H:11])([H:12])[C:6]1([H:13])[H:14])[H:7]>>[C:4](=[C:5]([H:11])[H:12])([H:9])[H:10].[O:1]=[C:2]([C:3](=[C:6]([H:13])[H:14])[H:8])[H:7],74.14901
[C:1]([C:2]1=[C:3]([H:11])[C:4]([H:12])([H:13])[C@@:5]2([H:14])[O:6][C@@:7]12[H:15])([H:8])([H:9])[H:10]>>[C:1](/[C:2]([C:3](=[C:4]([H:12])[H:13])[H:11])=[C:7](/[C:5](=[O:6])[H:14])[H:15])([H:8])([H:9])[H:10],38.76292
[N:1]([C:2](=[O:3])[C:4]([N:5]1[C:6]([H:12])([H:13])[C:7]1([H:14])[H:15])([H:10])[H:11])([H:8])[H:9]>>[C:4](=[N:5][C:6]([C:7]([H:8])([H:14])[H:15])([H:12])[H:13])([H:10])[H:11].[N:1](=[C:2]=[O:3])[H:9],78.16445
[O:1]([C:2]([C:3](=[O:4])[H:9])([C:5](=[O:6])[H:10])[H:8])[H:7]>>[C-:3]#[O+:4].[O:1](/[C:2](=[C:5](\[O:6][H:9])[H:10])[H:8])[H:7],40.6097
[C:1](/[C:2](=[N:3]/[H:11])[O:4][C:5]1([H:12])[C:6]([H:13])([H:14])[C:7]1([H:15])[H:16])([H:8])([H:9])[H:10]>>[C:1]([C:2]1=[O+:4][C-:5]([H:12])[C:7]([H:15])([H:16])[C:6]([H:13])([H:14])[N:3]1[H:11])([H:8])([H:9])[H:10],60.12268
[N:1]([c:2]1[c:3]([H:10])[n:4][c:5]([H:11])[n:6][c:7]1[H:12])([H:8])[H:9]>>[N:1]([C-:2]=[C:3]([N+:4]#[C:5][H:11])[H:10])([H:8])[H:9].[N:6]#[C:7][H:12],112.81636
[C:1]([C@@:2]([O:3][H:11])([C:4](=[O:5])[N:6]([H:12])[H:13])[H:10])([H:7])([H:8])[H:9]>>[C:1]([O:5]/[C:4](=[C:2](/[O:3][H:11])[H:10])[N:6]([H:12])[H:13])([H:7])([H:8])[H:9],99.74641
[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:12])[C@:4]1([C:5]([H:13])([H:14])[H:15])[O:6][H:16])([H:7])([H:8])[H:9]>>[C:1]([C:2][C:3]([C@:4]([C:5]([H:13])([H:14])[H:15])([O:6][H:16])[H:10])([H:11])[H:12])([H:7])([H:8])[H:9],69.91667
[C:1]([C@@:2]([O:3][H:12])([C:4]([O:5][C:6](=[O:7])[H:15])([H:13])[H:14])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C:2](=[O:3])[C:4]([O:5][C:6]([O:7][H:12])([H:11])[H:15])([H:13])[H:14])([H:8])([H:9])[H:10],52.57819
[C:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C:4]([H:12])([H:13])[O:5]1)([H:6])([H:7])[H:8]>>[C-:2]1([H:9])[C:3]([H:10])([H:11])[C:4]([H:13])=[O+:5]1.[C:1]([H:6])([H:7])([H:8])[H:12],95.32888
[C:1]([C:2]([c:3]1[c:4]([H:13])[n:5]([H:14])[n:6][n:7]1)([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C:2]([C:3](=[C+:4][N:5]([H:13])[H:14])[N:7]=[N-:6])([H:11])[H:12])([H:8])([H:9])[H:10],87.74476
[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])([C:4]#[C:5][H:13])[H:9])([H:6])([H:7])[H:8]>>[C:1]([C@@:2]1([H:9])[C:3]([H:10])([H:11])[C:5]([H:12])([H:13])[C:4]1)([H:6])([H:7])[H:8],97.02148
[C:1]1([H:7])([H:8])[C:2]([H:9])([H:10])[O:3][C:4]([H:11])([H:12])[O:5][C:6]1([H:13])[H:14]>>[C:1](=[C:2]([H:9])[H:10])([H:7])[H:8].[O:3]=[C:4]([H:11])[H:12].[O:5]=[C:6]([H:13])[H:14],75.34852
[C:1]([C:2]([C:3]([C:4]#[N:5])([H:11])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8]>>[C:1]([C:2]([C:3]([N+:5]#[C-:4])([H:11])[H:12])([H:9])[H:10])([H:6])([H:7])[H:8],59.1645
[N:1](=[C:2]1\[O:3][C:4]([H:9])([H:10])[C@@:5]2([H:11])[C:6]([H:12])([H:13])[C@@:7]12[H:14])\[H:8]>>[H:10][H:14].[N-:1]([C:2]1=[C:7]2[C@@:5]([H:11])([C:4]([H:9])=[O+:3]1)[C:6]2([H:12])[H:13])[H:8],120.58529
[N:1]([c:2]1[c:3]([H:10])[n:4]([H:11])[c:5](=[O:6])[n:7]1[H:12])([H:8])[H:9]>>[N:1]([C:2]1=[C-:3][N+:4]([H:10])([H:11])[C:5](=[O:6])[N:7]1[H:12])([H:8])[H:9],83.41165
[N:1](=[C:2]1\[O:3][C@@:4]2([H:9])[C:5]([H:10])([H:11])[C:6]([H:12])([H:13])[C@@:7]12[H:14])\[H:8]>>[N:1](=[C:2](/[O+:3]=[C-:4][H:9])[C:7]1([H:14])[C:5]([H:10])([H:11])[C:6]1([H:12])[H:13])\[H:8],89.13531
[N:1]([C:2](=[O:3])[N:4]([C:5](=[O:6])[H:10])[H:9])([H:7])[H:8]>>[C:2](=[O:3])=[N:4][H:9].[N:1]([C:5](=[O:6])[H:10])([H:7])[H:8],50.62136
[C:1]([C:2]#[C:3][C:4](=[O:5])[N:6]([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1](=[C:2]([C+:3]=[C:4]([O-:5])[N:6]([H:10])[H:11])[H:9])([H:7])[H:8],74.61953000000001
[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C@@:4]2([O:5][H:14])[C:6]([H:15])([H:16])[C@@:7]12[H:17])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C:4]([O:5][H:14])=[C:6]([H:16])[C:7]1([H:15])[H:17])([H:8])([H:9])[H:10],59.65459
[C:1]([c:2]1[c:3]([H:11])[n:4]([H:12])[c:5]([O:6][H:13])[n:7]1)([H:8])([H:9])[H:10]>>[C:1]([c:2]1[c:3]([H:11])[n:4]([H:12])[c:5](=[O:6])[n:7]1[H:13])([H:8])([H:9])[H:10],41.1155
[C:1]([C:2](=[O:3])[C:4]1([O:5][H:11])[C:6]([H:12])([H:13])[C:7]1([H:14])[H:15])([H:8])([H:9])[H:10]>>[C:1](=[C:2]([O:3][H:8])[C:4]1([O:5][H:11])[C:6]([H:12])([H:13])[C:7]1([H:14])[H:15])([H:9])[H:10],65.61505
[C:1]([C:2](=[O:3])[C@@:4]1([H:10])[C:5]([H:11])([H:12])[N:6]1[H:13])([H:7])([H:8])[H:9]>>[C:1]([C:2]1=[C:4]([H:10])[C:5]([H:11])([H:12])[N:6]([H:13])[O:3]1)([H:7])([H:8])[H:9],61.65471
[O:1]=[C:2]([C@@:3]1([H:9])[C:4]([H:10])([H:11])[C@:5]1([C:6]#[N:7])[H:12])[H:8]>>[O:1]1[C@@:2]2([H:8])[C@:3]1([H:9])[C@@:5]([C:6]#[N:7])([H:12])[C:4]2([H:10])[H:11],73.62359000000001
[C:1]([C:2]([C:3]([H:10])([H:11])[H:12])([O:4][H:13])[C:5]#[N:6])([H:7])([H:8])[H:9]>>[C:1]([C@@:2]1([O:4][H:13])[C:3]([H:10])([H:12])/[C:5]1=[N:6]\[H:11])([H:7])([H:8])[H:9],110.15676
[C:1]([C@@:2]1([H:11])[N:3]([H:12])[C@:4]1([C@@:5]1([H:14])[C:6]([H:15])([H:16])[O:7]1)[H:13])([H:8])([H:9])[H:10]>>[C:1]([C:2][N:3]([C:4]([C@@:5]1([H:14])[C:6]([H:15])([H:16])[O:7]1)([H:11])[H:13])[H:12])([H:8])([H:9])[H:10],75.52314
[C:1]([c:2]1[c:3]([H:11])[o:4][c:5]([O:6][H:12])[n:7]1)([H:8])([H:9])[H:10]>>[C:1](=[C:2](/[N:7]=[C:5](\[O+:4]=[C-:3][H:11])[O:6][H:12])[H:10])([H:8])[H:9],102.51192
[O:1]=[C:2]([C:3]#[N:4])[H:5]>>[O:1]([C+:2]=[C:3]=[N-:4])[H:5],79.38573000000001
[C:1]1([H:8])([H:9])[C@@:2]2([H:10])[C@@:3]3([H:11])[C:4]([H:12])([H:13])[C@:5]([H:14])([C:6]3([H:15])[H:16])[N:7]12>>[C-:1]1([H:9])[C@@:2]2([H:10])[C@@:3]3([H:11])[C:4]([H:12])([H:13])[C@:5]([H:14])([C:6]3([H:15])[H:16])[N+:7]12[H:8],62.83854
[C:1]([O:2]/[C:3](=[N:4]\[H:11])[N:5]([C:6](=[O:7])[H:13])[H:12])([H:8])([H:9])[H:10]>>[C:1]([O:2][C:3](=[N:4]\[H:11])/[N:5]=[C:6](/[O:7][H:12])[H:13])([H:8])([H:9])[H:10],43.91903
[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[O:3][C:4]([H:12])([H:13])[C:5]([H:14])=[C:6]([H:15])[C:7]1([H:16])[H:17]>>[C:1]1([H:8])([H:9])[C:2]([H:10])([H:11])[O:3][C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C:6][C:7]1([H:16])[H:17],72.91503
[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C@@:4]2([H:14])[O:5][C:6]([H:15])([H:16])[C@@:7]12[H:17])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]1([H:11])[C:3]([H:12])([H:13])[C@@:4]([C:7](=[C:6]([H:15])[H:16])[H:17])([H:14])[O:5]1)([H:8])([H:9])[H:10],94.40115
[O:1]([c:2]1[n:3][o:4][c:5]([H:8])[n:6]1)[H:7]>>[O-:1][c:2]1[n:3][o:4][c:5]([H:8])[n+:6]1[H:7],51.59114
